Product Name,Venue,Electronic,Open Outcry,Clearing,Exchange or
New York Harbor Conv. Gasoline (Platts) vs. RBOB Gasoline Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,RZ ,RZ ,NYMEX
Heating Oil Calendar Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,MP ,MP ,NYMEX
Heating Oil Crack Spread Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,HK ,HK ,NYMEX
New York Harbor Residual Fuel 1.0% (Platts) Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,MM ,MM ,NYMEX
New York Harbor Residual Fuel (Platts) Crack Spread Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,ML ,ML ,NYMEX
New York Harbor Ultra-Low Sulfur Diesel (ULSD) Futures ,"CME Globex, CME ClearPort, Open Outcry (New York) ",  ,LH ,LH ,NYMEX
Gulf Coast No. 2 (Platts) Up-Down Calendar Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,UT ,UT ,NYMEX
NYISO Zone A Calendar-Day Peak LBMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,AN ,AN ,NYMEX
NYISO Zone A Off-Peak LBMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,KB ,KB ,NYMEX
NYISO Zone A Peak LBMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,KA ,KA ,NYMEX
NYISO Zone G Calendar-Day Peak LBMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,GN ,GN ,NYMEX
NYISO Zone G Off-Peak LBMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,KH ,KH ,NYMEX
NYISO Zone G Peak LBMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,KG ,KG ,NYMEX
NYISO Zone J Calendar-Day Peak LBMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,JN ,JN ,NYMEX
NYISO Zone J Off-Peak LBMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,KK ,KK ,NYMEX
NYISO Zone J Peak LBMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,KJ ,KJ ,NYMEX
NY ULSD (Platts) Crack Spread Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,YU ,YU ,NYMEX
NGPL TexOk Natural Gas Swing Swap (Platts Gas Daily) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,OX ,OX ,NYMEX
Demarc Basis Swap (Platts IFERC) Futures ,"CME Globex, CME ClearPort ",  ,PE ,PE ,NYMEX
Panamax Timecharter Average (Baltic) BALMO Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,N0 ,N0 ,NYMEX
Panamax Timecharter Average (Baltic) Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,PFU ,PFU ,NYMEX
Pine Prairie Energy Center (PPEC) Physically Delivered Natural Gas Monthly Futures ,"CME Globex, CME ClearPort, Open Outcry (New York) ",PPM ,PPM ,PPM ,NYMEX
Pine Prairie Energy Center (PPEC) Physically Delivered Natural Gas Daily/Weekend Futures ,"CME Globex, CME ClearPort, Open Outcry (New York) ",PPD ,PPD ,PPD ,NYMEX
Pine Prairie Energy Center (PPEC) Physically Delivered Natural Gas BALMO Futures ,"CME Globex, CME ClearPort, Open Outcry (New York) ",PPB ,PPB ,PPB ,NYMEX
PJM Northern Illinois Hub Calendar-Day Peak LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,UD ,UD ,NYMEX
PJM Northern Illinois Hub Peak Calendar-Month LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,UM ,UM ,NYMEX
PJM Northern Illinois Hub Off-Peak LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,UO ,UO ,NYMEX
PJM Northern Illinois Hub Peak Calendar-Month LMP Swap Option ,"CME ClearPort, Open Outcry (New York) ",  ,OU ,OU ,NYMEX
Ventura Basis Swap (Platts IFERC) Futures ,"CME Globex, CME ClearPort ",  ,PF ,PF ,NYMEX
"Rockies ""Pipe"" (Platts IFERC) Option ","CME ClearPort, Open Outcry (New York) ",  ,ZR ,ZR ,NYMEX
Northwest Europe Fuel Oil High-Low Sulfur Spread (Platts) BALMO Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,88,88,NYMEX
Northwest Europe Fuel Oil High-Low Sulfer Spread (Platts) Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,FS ,FS ,NYMEX
Sumas Basis Swap (Platts IFERC) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,NK ,NK ,NYMEX
Rockies Basis Swap (Platts IFERC) Futures ,"CME Globex, CME ClearPort ",  ,NR ,NR ,NYMEX
Rockies Basis (Platts IFERC) Option ,"CME ClearPort, Open Outcry (New York) ",  ,5I ,5I ,NYMEX
NYISO Zone A 5 MW Off-Peak Calendar-Month Day-Ahead LBMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,K4 ,K4 ,NYMEX
NYISO Zone A 5 MW Peak Calendar-Month Day-Ahead LBMP Swap Futures ,"CME Globex, CME ClearPort, Open Outcry (New York) ",K3X ,K3 ,K3 ,NYMEX
NYISO Zone A 5 MW Peak Calendar-Month Day-Ahead LBMP Swap Option ,"CME ClearPort, Open Outcry (New York) ",  ,9T ,9T ,NYMEX
NYISO Zone C 5 MW Off-Peak Calendar-Month Day-Ahead LBMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,A3 ,A3 ,NYMEX
NYISO Zone C 5 MW Peak Calendar-Month Day-Ahead Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,Q5 ,Q5 ,NYMEX
NYISO Zone E 5 MW Peak Calendar-Month Day-Ahead LBMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,55,55,NYMEX
NYISO Zone E 5 MW Off-Peak Calendar-Month Day-Ahead LBMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,58,58,NYMEX
NYISO Zone F 5 MW Off-Peak Calendar-Month Day-Ahead LBMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,4M ,4M ,NYMEX
NYISO Zone F 5 MW Peak Calendar-Month Day-Ahead LBMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,4L ,4L ,NYMEX
NYISO Zone G 5 MW Off-Peak Calendar-Month Day-Ahead LBMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,D2 ,D2 ,NYMEX
NYISO Zone G 5 MW Peak Calendar-Month Day-Ahead LBMP Swap Option ,"CME ClearPort, Open Outcry (New York) ",  ,9U ,9U ,NYMEX
NYISO Zone G 5 MW Peak Calendar-Month Day Ahead LBMP Swap Futures ,"CME Globex, CME ClearPort, Open Outcry (New York) ",T3N ,T3 ,T3 ,NYMEX
NYISO Zone J 5 MW Off-Peak Calendar-Month Day-Ahead LBMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,D4 ,D4 ,NYMEX
NYISO Zone J 5 MW Peak Calendar-Month Day-Ahead LBMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,D3 ,D3 ,NYMEX
NYISO Zone J 5 MW Peak Calendar-Month Day-Ahead LBMP Swap Option ,"CME ClearPort, Open Outcry (New York) ",  ,9V ,9V ,NYMEX
NY 0.3% Fuel Oil (Platts) Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,VQ ,VQ ,NYMEX
NY 0.7% Fuel Oil (Platts) Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,Y4 ,Y4 ,NYMEX
NY 2.2% Fuel Oil (Platts) Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,Y3 ,Y3 ,NYMEX
NY 1% Fuel Oil vs. Gulf Coast 3% Fuel Oil Spread (Platts) Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,VR ,VR ,NYMEX
NY Heating Oil (Platts) Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,YF ,YF ,NYMEX
NY Heating Oil (Platts) vs. NYMEX Heating Oil Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,YH ,YH ,NYMEX
NY Jet Fuel (Argus) Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,4Y ,4Y ,NYMEX
NY Jet Fuel (Argus) vs. Heating Oil Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,5U ,5U ,NYMEX
NY Jet Fuel (Platts) vs. Heating Oil Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,1U ,1U ,NYMEX
NY Jet Fuel (Platts) Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,1Q ,1Q ,NYMEX
NYMEX Cocoa Futures ,"CME Globex , CME ClearPort ",  ,CJ ,CJ ,NYMEX
NYMEX Cotton Futures ,"CME Globex , CME ClearPort ",  ,TT ,TT ,NYMEX
NYMEX Crude Oil Backwardation/Contango (B/C) Index ,"CME Globex, CME ClearPort, Open Outcry (New York) ",  ,XK ,XK ,NYMEX
NYMEX Crude Oil MACI Index ,"CME Globex, CME ClearPort, Open Outcry (New York) ",  ,XC ,XC ,NYMEX
New York Harbor Ethanol Futures ,"CME Globex, CME ClearPort ",  ,QE ,QE ,NYMEX
NY ULSD (Argus) Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,5Y ,5Y ,NYMEX
NY ULSD (Platts CIF MED vs. ICE Gasoil BALMO Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,7Y ,7Y ,NYMEX
NY ULSD (Platts) vs. NYMEX Heating Oil Spread Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,UY ,UY ,NYMEX
"OneOk, Oklahoma Basis Swap (Platts IFERC) Futures ","CME ClearPort, Open Outcry (New York) ",  ,8X ,8X ,NYMEX
"OneOk, Oklahoma Natural Gas Swing Swap (Platts Gas Daily) Futures ","CME ClearPort, Open Outcry (New York) ",  ,M3 ,M3 ,NYMEX
"Oneok, Oklahoma Natural Gas Index Swap (Platts Gas Daily/Platts IFERC) Futures ","CME ClearPort, Open Outcry (New York) ",  ,C7 ,C7 ,NYMEX
E-mini Heating Oil Futures ,CME Globex ,  ,QH ,QH ,NYMEX
PG&E Citygate Basis Swap (Platts IFERC) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,PC ,PC ,NYMEX
PG&E Citygate Natural Gas Index Swap (Platts Gas Daily/IFERC) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,IK ,IK ,NYMEX
Pacific Gas & Electric (PG&E) Citygate Natural Gas Swing Contract (Platts Gas Daily) ,"CME ClearPort, Open Outcry (New York) ",  ,SK ,SK ,NYMEX
Malin Basis Swap (Platts IFERC) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,PB ,PB ,NYMEX
Panhandle Basis Swap Platts IFERC) Futures ,"CME Globex, CME ClearPort ",  ,PH ,PH ,NYMEX
"Panhandle ""Pipe"" (Platts IFERC) Option ","CME ClearPort, Open Outcry (New York) ",  ,PU ,PU ,NYMEX
Panhandle Natural Gas Index (Platts Gas Daily/Platts IFERC) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,IV ,IV ,NYMEX
Panhandle Basis (Platts IFERC) Option ,"CME ClearPort, Open Outcry (New York) ",  ,5K ,5K ,NYMEX
Panhandle Natural Gas Pipe Options ,"CME ClearPort, Open Outcry (New York) ",  ,5U ,5U ,NYMEX
Panhandle Natural Gas Swing (Platts Gas Daily) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,SV ,SV ,NYMEX
"PG&E CityGate Natural Gas ""Pipe"" (Platts IFERC) Option ","CME ClearPort, Open Outcry (New York) ",  ,CW ,CW ,NYMEX
PJM AEP Dayton Hub 5 MW Off-Peak Calendar-Month Real-Time LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,V3 ,V3 ,NYMEX
PJM AEP Dayton Hub 5MW Peak Calendar-Month Real-Time LMP Swap Futures ,"CME Globex, CME ClearPort, Open Outcry (New York) ",Z9 ,Z9 ,Z9 ,NYMEX
PJM Off-Peak Calendar-Month LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,JP ,JP ,NYMEX
PJM Peak Calendar-Month LMP Swap Futures,"CME ClearPort, Open Outcry (New York) ",,JM,JM,NYMEX
PJM Calendar-Month LMP Swap Option ,"CME ClearPort, Open Outcry (New York) ",,JO,JO,NYMEX
PJM AECO Zone Peak Calendar-Month Day-Ahead LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,Y1 ,Y1 ,NYMEX
PJM AECO Zone Off-Peak Calendar-Month Day-Ahead LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,X1 ,X1 ,NYMEX
PJM AEP Dayton Hub Peak Calendar-Month Day-Ahead LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,D7 ,D7 ,NYMEX
PJM AEP Dayton Hub Off-Peak Calendar-Month Day-Ahead LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,R7 ,R7 ,NYMEX
PJM APS Zone Peak Calendar-Month Day-Ahead LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,S4 ,S4 ,NYMEX
PJM APS Zone Off-Peak Calendar-Month Day-Ahead LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,W4 ,W4 ,NYMEX
PJM BGE Zone Peak Calendar-Month Day-Ahead LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,E3 ,E3 ,NYMEX
PJM Peak Calendar-Day LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,JD ,JD ,NYMEX
PJM Comed Zone 5 MW Off-Peak Calendar-Month Day-Ahead LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,D9 ,D9 ,NYMEX
PJM Comed Zone 5 MW Peak Calendar-Month Day-Ahead LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,D8 ,D8 ,NYMEX
PJM DOM Zone Off-Peak Calendar-Month Day-Ahead LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,U1 ,U1 ,NYMEX
PJM DOM Zone Peak Calendar-Month Day-Ahead LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,R5 ,R5 ,NYMEX
PJM BGE Zone Off-Peak Calendar-Month Day-Ahead LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,R3 ,R3 ,NYMEX
PJM DPL Zone Peak Calendar-Month Day-Ahead LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,L8 ,L8 ,NYMEX
PJM DPL Zone Off-Peak Calendar-Month Day-Ahead LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,E8 ,E8 ,NYMEX
PJM Eastern Hub Peak Calendar-Month Day-Ahead LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,E9 ,E9 ,NYMEX
PJM Duquesne 5 MW Off-Peak Cal-Mon Day-Ahead LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,D6 ,D6 ,NYMEX
PJM Duquesne 5 MW Peak Calendar-Month Day-Ahead LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,D5 ,D5 ,NYMEX
PJM Eastern Hub Off-Peak Calendar-Month Day-Ahead LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,F4 ,F4 ,NYMEX
PJM JCPL Zone Peak Calendar-Month Day-Ahead LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,J2 ,J2 ,NYMEX
PJM JCPL Zone Peak Calendar-Month Day-Ahead LMP Swap Options ,"CME ClearPort, Open Outcry (New York) ",  ,JCL ,JCL ,NYMEX
PJM Electricity Option on Calendar Futures Strip ,"CME ClearPort, Open Outcry (New York) ",  ,6O ,6O ,NYMEX
PJM JCPL Zone Off-Peak Calendar-Month Day-Ahead LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,F2 ,F2 ,NYMEX
PJM METED Zone Off-Peak Calendar-Month Day-Ahead LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,46,46,NYMEX
PJM METED Zone Peak Calendar-Month Day-Ahead LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,47,47,NYMEX
PJM PENELEC Zone Peak Calendar-Month Day-Ahead LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,49,49,NYMEX
PJM PENELEC Zone Off-Peak Calendar-Month Day-Ahead LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,50,50,NYMEX
PJM Northern Illinois Hub 5 MW Off-Peak Calendar-Month Real-Time LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,B6 ,B6 ,NYMEX
PJM Northern Illinois Hub 5 MW Peak Calendar-Month Real-Time LMP Swap Futures ,"CME Globex, CME ClearPort, Open Outcry (New York) ",B3 ,B3 ,B3 ,NYMEX
PJM Northern Illinois Hub Peak Calendar-Month Day-Ahead LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,N3 ,N3 ,NYMEX
PJM Northern Illinois Off-Peak Calendar-Month Day-Ahead LMP Swap Futures ,"CME ClearPort Clearing, New York Trading Floor ",  ,L3 ,L3 ,NYMEX
PJM PEPCO Zone Peak Calendar-Month Day-Ahead LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,R8 ,R8 ,NYMEX
PJM PEPCO Zone Peak Calendar-Month Day-Ahead LMP Swap Options ,"CME ClearPort, Open Outcry (New York) ",  ,PEP ,PEP ,NYMEX
PJM PECO Zone 5 MW Off-Peak Calendar-Month Day-Ahead LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,4P ,4P ,NYMEX
PJM PECO Zone 5 MW Peak Calendar-Month Day-Ahead LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,4N ,4N ,NYMEX
PJM PEPCO Zone Off-Peak Calendar-Month Day-Ahead LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,Q8 ,Q8 ,NYMEX
PJM PPL Zone Peak Calendar-Month Day-Ahead LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,L5 ,L5 ,NYMEX
PJM PPL Zone Off-Peak Calendar-Month Day-Ahead LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,F5 ,F5 ,NYMEX
PJM PSEG Zone Peak Calendar-Month Day-Ahead LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,L6 ,L6 ,NYMEX
PJM PSEG Zone Peak Calendar-Month Day-Ahead LMP Swap Options ,"CME ClearPort, Open Outcry (New York) ",  ,PSG ,PSG ,NYMEX
PJM Western Hub 50 MW Peak Calendar Month Real Time LMP Swap Futures ,"CME Globex , CME ClearPort Clearing ",  ,4S ,4S ,NYMEX
PJM PSEG Zone Off-Peak Calendar-Month Day-Ahead LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,W6 ,W6 ,NYMEX
PJM Western Hub Peak Calendar-Month Day-Ahead LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,J4 ,J4 ,NYMEX
PJM Western Hub Off-Peak Calendar-Month Day-Ahead LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,E4 ,E4 ,NYMEX
PJM Western Hub Peak Calendar-Month Real-Time LMP Swap Futures ,"CME Globex, CME ClearPort ",  ,L1 ,L1 ,NYMEX
PJM Western Hub Off-Peak Calendar-Month Real-Time LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,N9 ,N9 ,NYMEX
PME Biodiesel (Argus) FOB Rdam Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,25,25,NYMEX
Polypropylene Futures ,"CME ClearPort, Open Outcry (New York) ",  ,P1 ,P1 ,NYMEX
High Density Polythylene (HDPE) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,P6 ,P6 ,NYMEX
Premium Unleaded Gasoline 10 ppm (Platts) Cargoes CIF NWE Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,4G ,4G ,NYMEX
Premium Unleaded Gasoline 10 ppm (Platts) Cargoes CIF NWE BALMO Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,6D ,6D ,NYMEX
Premium Unleaded Gasoline 10ppm (Platts) CIF MED Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,2G ,2G ,NYMEX
Premium Unleaded Gasoline 10 ppm (Platts) CIF MED BALMO Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,6G ,6G ,NYMEX
Premium Unleaded Gasoline 10ppm (Platts) FOB MED Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,3G ,3G ,NYMEX
Premium Unleaded Gasoline 10ppm (Platts) FOB MED BALMO Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,8G ,8G ,NYMEX
Premium Unleaded Gasoline 10 ppm (Platts) Barges FOB Rdam Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,7L ,7L ,NYMEX
Premium Unleaded Gasoline 10 ppm (Platts) Barges FOB Rdam BALMO Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,7N ,7N ,NYMEX
Propane Non-LDH Mont Belview (OPIS) BALMO Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,1S ,1S ,NYMEX
Propane Non-LDH Mont Belview (OPIS) Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,1R ,1R ,NYMEX
Questar Basis Swap (Platts IFERC) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,TA ,TA ,NYMEX
Questar Natural Gas Index Swap (Platts Gas Daily/Platts IFERC) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,N8 ,N8 ,NYMEX
Questar Natural Gas Swing Swap (Platts Gas Daily) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,C6 ,C6 ,NYMEX
RBOB Gasoline Futures,,,,,
RBOB Gasoline Option ,"CME Globex, CME ClearPort, Open Outcry (New York) ",  ,RB,,
OB ,RB,,,,
OB ,NYMEX,,,,
NYMEX,,,,,
RBOB Gasoline Financial Futures ,"CME ClearPort, Open Outcry (New York) ",  ,RT ,RT ,NYMEX
RBOB Gasoline Calendar Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,RL ,RL ,NYMEX
RBOB Gasoline Crack Spread Option ,"CME Globex, CME ClearPort, Open Outcry (New York) ",  ,RX ,RX ,NYMEX
RBOB Gasoline Crack Spread Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,RM ,RM ,NYMEX
RBOB Gasoline Calendar Spread Option ,"CME Globex, CME ClearPort, Open Outcry (New York) ",  ,ZA ,ZA ,NYMEX
RBOB Calendar Spread Option ,"CME ClearPort, Open Outcry (New York) ",  ,"ZB,",,
"ZC, ZM ","ZB,",,,,
"ZC, ZM ",NYMEX,,,,
RBOB Gasoline Look-Alike European Option ,"CME ClearPort, Open Outcry (New York) ",  ,RF ,RF ,NYMEX
RBOB Gasoline Crack Spread Average Price Option ,"CME ClearPort, Open Outcry (New York) ",  ,3Y ,3Y ,NYMEX
RBOB Gasoline Last Day Financial Futures ,"CME ClearPort, Open Outcry (New York) ",  ,27,27,NYMEX
Gulf Coast Unl 87 (Platts) vs. RBOB Gasoline Swap Futures ,"CME ClearPort Clearing, New York Trading Floor ",  ,RV ,RV ,NYMEX
RBOB Gasoline vs. Heating Oil Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,RH ,RH ,NYMEX
RBOB Gasoline Average Price Option ,"CME ClearPort, Open Outcry (New York) ",  ,RA ,RA ,NYMEX
RBOB Calendar Spread Options ,"CME ClearPort Clearing, New York Trading Floor ",  ,"ZA, ZB,",,
"ZC, ZM ","ZA, ZB,",,,,
"ZC, ZM ",NYMEX,,,,
RBOB Gasoline BALMO Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,1D ,1D ,NYMEX
RBOB Gasoline Crack Spread BALMO Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,1E ,1E ,NYMEX
NY RBOB (Platts) Calendar Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,RY ,RY ,NYMEX
NY RBOB (Platts) vs. NYMEX RBOB Gasoline Spread Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,RI ,RI ,NYMEX
REBCO Financial Futures ,"CME Globex, CME ClearPort ",  ,R2 ,R2 ,NYMEX
Rockies Natural Gas Index Swap (Platts Gas Daily/Platts IFERC) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,IR ,IR ,NYMEX
REBCO Futures ,"CME Globex, CME ClearPort ",  ,RE ,RE ,NYMEX
San Juan Basis Swap (Platts IFERC) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,NJ ,NJ ,NYMEX
San Juan Natural Gas Index Swap (Platts Gas Daily/Platts IFERC) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,IJ ,IJ ,NYMEX
"San Juan ""Pipe"" (Platts IFERC) Option ","CME ClearPort, Open Outcry (New York) ",  ,PJ ,PJ ,NYMEX
San Juan Natural Gas Swing Contract (Platts Gas Daily) ,"CME ClearPort, Open Outcry (New York) ",  ,SJ ,SJ ,NYMEX
Singapore Fuel 180 cst vs. 380 cst Spread (Platts) Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,SD ,SD ,NYMEX
Singapore Fuel Oil 180 cst (Platts) Average Price Option ,"CME ClearPort, Open Outcry (New York) ",  ,C5 ,C5 ,NYMEX
Singapore Fuel Oil 380 cst Futures ,"CME Globex, CME ClearPort ",  ,HZ ,HZ ,NYMEX
Singapore Fuel Oil cst (Platts) Average Price Option ,"CME ClearPort, Open Outcry (New York) ",  ,8H ,8H ,NYMEX
Singapore Fuel Oil 380 cst (Platts) Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,SE ,SE ,NYMEX
Singapore Fuel Oil 380 cst (Platts) BALMO Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,BT ,BT ,NYMEX
Singapore Gasoil (Platts) Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,SG ,SG ,NYMEX
Singapore Gasoil (Platts) Average Price Option ,"CME ClearPort, Open Outcry (New York) ",  ,M2 ,M2 ,NYMEX
Singapore Gasoil (Platts) BALMO Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,VU ,VU ,NYMEX
Singapore Gasoil (Platts) vs. ICE Gasoil Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,GA ,GA ,NYMEX
Singapore Jet Kerosene (Platts) Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,KS ,KS ,NYMEX
Singapore Jet Kerosene (Platts) Average Price Option ,"CME ClearPort, Open Outcry (New York) ",  ,N2 ,N2 ,NYMEX
Singapore Jet Kerosene (Platts) BALMO Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,BX ,BX ,NYMEX
Singapore Jet Kerosene vs. Gasoil Spread (Platts) BALMO Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,Z0 ,Z0 ,NYMEX
Singapore Jet Kerosene vs. Gasoil Spread (Platts) Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,RK ,RK ,NYMEX
Singapore Mogas 92 Unleaded (Platts) Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,1N ,1N ,NYMEX
Singapore Mogas 92 Unleaded (Platts) BALMO Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,1P ,1P ,NYMEX
Singapore Mogas 95 Unleaded (Platts) BALMO Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,W0 ,W0 ,NYMEX
Singapore Mogas 95 Unleaded (Platts) Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,V0 ,V0 ,NYMEX
